5473	1200
1641	4119
4119	1641
367	4932
4932	367
166	6093
6093	166
339	4742
4742	339
1090	2675
2675	1090
387	2857
2857	387
1950	3620
3620	1950
2307	4504
4504	2307
2194	4641
4641	2194
2331	4189
4189	2331
2147	6283
6283	2147
586	5008
5008	586
2232	4550
4550	2232
1862	3322
3322	1862
891	5402
5402	891
364	3631
3631	364
243	2576
2576	243
1742	4133
4133	1742
1939	5117
5117	1939
1781	3686
3686	1781
1196	4194
4194	1196
2022	3510
3510	2022
588	5705
5705	588
842	3345
3345	842
2238	4886
4886	2238
1247	3133
3133	1247
1879	4065
4065	1879
2343	2585
2585	2343
1125	4324
4324	1125
102	4641
4641	102
438	2753
2753	438
1962	4152
4152	1962
1909	5876
5876	1909
657	3568
3568	657
1602	5090
5090	1602
1631	3837
3837	1631
1578	2461
2461	1578
2123	2761
2761	2123
1777	2934
2934	1777
1830	6338
6338	1830
1485	6197
6197	1485
1014	2516
2516	1014
588	4841
4841	588
1489	4596
4596	1489
1994	2786
2786	1994
848	5587
5587	848
134	4150
4150	134
294	3277
3277	294
1556	6006
6006	1556
491	2600
2600	491
1133	3195
3195	1133
54	4650
4650	54
1365	2793
2793	1365
2140	3032
3032	2140
1829	5926
5926	1829
1491	4022
4022	1491
2230	2772
2772	2230
136	2741
2741	136
39	4048
4048	39
342	5828
5828	342
597	6547
6547	597
336	4493
4493	336
13	4771
4771	13
1842	6157
6157	1842
802	2416
2416	802
1315	3591
3591	1315
1971	4395
4395	1971
716	4011
4011	716
1973	6004
6004	1973
1393	2383
2383	1393
3	5613
5613	3
2212	5234
5234	2212
1546	3918
3918	1546
652	6327
6327	652
492	6141
6141	492
1248	4123
4123	1248
684	2543
2543	684
1067	6138
6138	1067
735	4321
4321	735
519	6128
6128	519
449	3658
3658	449
834	3298
3298	834
1808	5768
5768	1808
1647	4954
4954	1647
553	6644
6644	553
878	2461
2461	878
1593	2965
2965	1593
632	6527
6527	632
2334	6543
6543	2334
1190	3883
3883	1190
919	4016
4016	919
297	5260
5260	297
1584	2528
2528	1584
67	4197
4197	67
1980	3960
3960	1980
2338	5084
5084	2338
485	6402
6402	485
1851	4918
4918	1851
416	4658
4658	416
941	3429
3429	941
2043	5270
5270	2043
313	3999
3999	313
310	2445
2445	310
83	6350
6350	83
1378	5851
5851	1378
711	6353
6353	711
2163	6612
6612	2163
2295	2435
2435	2295
236	5346
5346	236
417	6638
6638	417
1298	5791
5791	1298
1966	4800
4800	1966
2138	3032
3032	2138
254	3894
3894	254
960	4330
4330	960
2277	4447
4447	2277
552	5922
5922	552
610	5856
5856	610
293	4509
4509	293
909	2396
2396	909
1299	3251
3251	1299
2129	2809
2809	2129
2247	6600
6600	2247
891	5875
5875	891
1495	5659
5659	1495
1625	5512
5512	1625
1632	5911
5911	1632
647	4999
4999	647
1588	3989
3989	1588
1198	3421
3421	1198
486	3185
3185	486
313	5784
5784	313
718	3996
3996	718
1386	5052
5052	1386
1161	3452
3452	1161
1014	4784
4784	1014
727	2443
2443	727
767	3065
3065	767
2323	2778
2778	2323
170	4473
4473	170
668	6328
6328	668
1709	4699
4699	1709
46	4054
4054	46
211	5248
5248	211
408	2721
2721	408
1381	2930
2930	1381
345	4622
4622	345
511	2996
2996	511
585	3211
3211	585
124	5420
5420	124
1314	3169
3169	1314
2221	4746
4746	2221
458	6482
6482	458
1961	4781
4781	1961
1703	3748
3748	1703
1913	2535
2535	1913
1218	3789
3789	1218
1295	3153
3153	1295
699	6180
6180	699
537	4480
4480	537
796	4655
4655	796
1064	2800
2800	1064
304	6408
6408	304
1485	6347
6347	1485
128	4023
4023	128
939	2749
2749	939
840	4343
4343	840
658	3170
3170	658
322	3832
3832	322
2307	2517
2517	2307
1382	4296
4296	1382
1106	3465
3465	1106
1520	3476
3476	1520
1995	3674
3674	1995
1753	2896
2896	1753
1533	2754
2754	1533
1429	2526
2526	1429
2198	3013
3013	2198
1648	4414
4414	1648
871	5737
5737	871
1097	3250
3250	1097
2155	3685
3685	2155
601	4184
4184	601
2306	6182
6182	2306
2230	4496
4496	2230
1336	4093
4093	1336
113	3411
3411	113
658	3431
3431	658
999	6082
6082	999
1123	4823
4823	1123
1359	2538
2538	1359
2334	2990
2990	2334
1261	2766
2766	1261
321	2634
2634	321
1693	4435
4435	1693
456	5965
5965	456
2018	2422
2422	2018
650	6606
6606	650
2033	5057
5057	2033
273	4979
4979	273
78	3428
3428	78
2258	4739
4739	2258
142	2507
2507	142
714	3748
3748	714
2101	2453
2453	2101
339	2614
2614	339
569	4902
4902	569
1850	2635
2635	1850
1792	3258
3258	1792
1183	2435
2435	1183
2255	4492
4492	2255
1718	2431
2431	1718
23	3757
3757	23
1558	5537
5537	1558
1582	4490
4490	1582
925	5772
5772	925
1727	3645
3645	1727
409	4443
4443	409
10	2625
2625	10
1009	3521
3521	1009
1118	3100
3100	1118
59	2575
2575	59
710	3938
3938	710
390	2609
2609	390
1895	3771
3771	1895
1123	4851
4851	1123
1539	4959
4959	1539
2160	5801
5801	2160
1659	2836
2836	1659
565	3477
3477	565
1753	3258
3258	1753
1321	6646
6646	1321
830	2849
2849	830
1761	2615
2615	1761
848	6102
6102	848
998	3544
3544	998
1702	2355
2355	1702
1867	2994
2994	1867
1245	2455
2455	1245
803	4001
4001	803
1668	6532
6532	1668
329	4207
4207	329
1096	3556
3556	1096
805	6277
6277	805
1653	4506
4506	1653
1585	3615
3615	1585
861	5639
5639	861
314	5000
5000	314
685	5819
5819	685
1349	6399
6399	1349
530	4900
4900	530
2286	3494
3494	2286
973	3752
3752	973
252	2915
2915	252
239	3089
3089	239
2135	2837
2837	2135
750	3597
3597	750
786	6640
6640	786
1919	2917
2917	1919
2315	3740
3740	2315
1562	2876
2876	1562
1331	2774
2774	1331
1221	3973
3973	1221
851	4234
4234	851
1655	4379
4379	1655
145	4635
4635	145
234	5700
5700	234
973	3491
3491	973
1353	2391
2391	1353
151	2686
2686	151
1428	4990
4990	1428
1661	5230
5230	1661
181	3554
3554	181
1924	3647
3647	1924
1543	4114
4114	1543
1731	5765
5765	1731
488	2766
2766	488
1610	3431
3431	1610
1973	4814
4814	1973
36	5665
5665	36
1808	3368
3368	1808
2060	3759
3759	2060
2035	2714
2714	2035
903	3872
3872	903
1988	2923
2923	1988
1223	3805
3805	1223
2186	4263
4263	2186
399	2995
2995	399
63	3610
3610	63
1345	2485
2485	1345
1914	6017
6017	1914
2119	5922
5922	2119
42	5315
5315	42
615	3783
3783	615
324	2583
2583	324
2166	5425
5425	2166
2097	3711
3711	2097
1268	4062
4062	1268
2026	2517
2517	2026
1613	4746
4746	1613
1187	3572
3572	1187
919	3716
3716	919
1467	3726
3726	1467
9	5290
5290	9
1817	5864
5864	1817
1379	3139
3139	1379
1210	2407
2407	1210
1211	2407
2407	1211
1598	5440
5440	1598
423	6476
6476	423
1774	6495
6495	1774
376	4566
4566	376
204	3969
3969	204
2201	3168
3168	2201
2068	3434
3434	2068
1060	5387
5387	1060
321	3597
3597	321
1170	4543
4543	1170
801	4864
4864	801
938	5992
5992	938
412	2921
2921	412
1192	4420
4420	1192
1532	4469
4469	1532
1881	4607
4607	1881
1682	5762
5762	1682
1334	2539
2539	1334
1345	5353
5353	1345
1190	5964
5964	1190
53	2816
2816	53
1570	4540
4540	1570
666	5642
5642	666
831	2922
2922	831
1813	6531
6531	1813
2151	5859
5859	2151
2173	3748
3748	2173
2197	3130
3130	2197
636	2588
2588	636
1012	3035
3035	1012
666	3080
3080	666
1592	4231
4231	1592
1919	3038
3038	1919
1075	3943
3943	1075
230	6528
6528	230
952	6007
6007	952
48	3539
3539	48
690	2857
2857	690
748	5221
5221	748
47	5212
5212	47
131	5705
5705	131
1678	2896
2896	1678
384	5570
5570	384
900	5249
5249	900
812	3871
3871	812
720	4464
4464	720
1140	3866
3866	1140
576	5151
5151	576
455	3252
3252	455
1138	5555
5555	1138
244	3970
3970	244
1536	4297
4297	1536
1400	2614
2614	1400
1473	6462
6462	1473
1397	4335
4335	1397
462	5935
5935	462
226	3722
3722	226
1949	6266
6266	1949
302	3365
3365	302
988	2588
2588	988
480	5217
5217	480
2063	4160
4160	2063
1211	3745
3745	1211
201	3100
3100	201
2081	2947
2947	2081
2321	3163
3163	2321
1877	3370
3370	1877
1337	2638
2638	1337
1020	6484
6484	1020
2123	2534
2534	2123
1957	4263
4263	1957
2278	5633
5633	2278
12	2489
2489	12
2295	2762
2762	2295
189	2627
2627	189
669	3244
3244	669
1501	6335
6335	1501
1851	5183
5183	1851
1316	5519
5519	1316
1028	2589
2589	1028
456	3051
3051	456
407	2949
2949	407
1288	5787
5787	1288
1372	5220
5220	1372
15	4219
4219	15
738	2690
2690	738
884	3358
3358	884
294	2931
2931	294
990	2931
2931	990
2021	3721
3721	2021
798	4629
4629	798
19	3946
3946	19
1220	5597
5597	1220
2036	3798
3798	2036
1429	2920
2920	1429
1969	6297
6297	1969
153	3816
3816	153
1480	6523
6523	1480
1803	2961
2961	1803
1666	4120
4120	1666
1064	5919
5919	1064
730	5200
5200	730
1981	6348
6348	1981
2195	3836
3836	2195
91	4582
4582	91
1385	3529
3529	1385
1176	3165
3165	1176
2287	2391
2391	2287
1590	4598
4598	1590
2240	4959
4959	2240
557	3348
3348	557
1249	4536
4536	1249
1305	2391
2391	1305
2256	2431
2431	2256
811	5667
5667	811
1791	5081
5081	1791
382	3738
3738	382
585	5498
5498	585
2170	5450
5450	2170
777	3458
3458	777
2281	2840
2840	2281
396	2847
2847	396
1931	5783
5783	1931
8	4896
4896	8
515	6342
6342	515
1047	4082
4082	1047
1200	5250
5250	1200
104	3236
3236	104
1056	4552
4552	1056
1301	4705
4705	1301
2065	6089
6089	2065
472	4249
4249	472
1153	3258
3258	1153
1402	5692
5692	1402
2185	4638
4638	2185
1120	3612
3612	1120
4	3815
3815	4
1120	6621
6621	1120
1484	5907
5907	1484
2027	3794
3794	2027
1571	2646
2646	1571
1903	2734
2734	1903
2340	6695
6695	2340
484	2643
2643	484
1738	4141
4141	1738
592	4477
4477	592
2176	3122
3122	2176
886	2514
2514	886
99	4751
4751	99
2105	5109
5109	2105
140	6272
6272	140
2055	2461
2461	2055
2091	4349
4349	2091
1479	5261
5261	1479
2318	4854
4854	2318
628	2541
2541	628
2015	4683
4683	2015
893	3598
3598	893
1893	3525
3525	1893
185	2507
2507	185
442	4891
4891	442
1866	4298
4298	1866
1291	4109
4109	1291
758	6563
6563	758
912	5456
5456	912
931	6123
6123	931
1209	3027
3027	1209
1259	3279
3279	1259
263	3436
3436	263
1101	3714
3714	1101
2048	4558
4558	2048
1775	6380
6380	1775
1741	4240
4240	1741
1423	6398
6398	1423
357	4163
4163	357
849	3213
3213	849
1823	3357
3357	1823
169	2405
2405	169
2075	4263
4263	2075
2210	5129
5129	2210
1074	4841
4841	1074
1513	4126
4126	1513
1781	5975
5975	1781
873	3918
3918	873
951	4361
4361	951
27	3732
3732	27
2083	6295
6295	2083
1175	5498
5498	1175
1846	2543
2543	1846
1347	4748
4748	1347
1809	2472
2472	1809
1875	5783
5783	1875
1721	5316
5316	1721
1620	4735
4735	1620
1222	5389
5389	1222
159	3855
3855	159
1099	2551
2551	1099
368	6508
6508	368
1955	5568
5568	1955
1456	5035
5035	1456
423	3875
3875	423
1879	6192
6192	1879
2223	4765
4765	2223
10	2904
2904	10
1613	2762
2762	1613
1344	5386
5386	1344
1905	4150
4150	1905
624	3170
3170	624
29	3998
3998	29
308	4011
4011	308
624	4084
4084	624
856	3575
3575	856
1604	6028
6028	1604
747	6235
6235	747
401	6090
6090	401
569	3919
3919	569
172	4707
4707	172
2238	2977
2977	2238
1098	3230
3230	1098
1636	3216
3216	1636
1534	2547
2547	1534
1033	2783
2783	1033
272	6195
6195	272
2042	3155
3155	2042
1612	4943
4943	1612
501	3836
3836	501
399	3449
3449	399
908	4446
4446	908
2294	6224
6224	2294
2066	5909
5909	2066
161	4354
4354	161
1174	3443
3443	1174
2123	5226
5226	2123
1687	6352
6352	1687
1674	2774
2774	1674
828	3521
3521	828
196	4425
4425	196
1687	3705
3705	1687
241	2635
2635	241
110	2741
2741	110
740	2950
2950	740
2283	2765
2765	2283
362	4490
4490	362
361	5253
5253	361
1795	2660
2660	1795
1483	3900
3900	1483
836	6515
6515	836
1653	2824
2824	1653
1373	4920
4920	1373
1289	4867
4867	1289
2126	2538
2538	2126
2061	5499
5499	2061
1467	2552
2552	1467
657	3815
3815	657
629	2625
2625	629
1214	3248
3248	1214
626	6263
6263	626
817	5068
5068	817
111	6432
6432	111
1748	3528
3528	1748
783	4951
4951	783
1860	4466
4466	1860
730	2380
2380	730
594	4418
4418	594
340	2749
2749	340
1527	6411
6411	1527
1413	2620
2620	1413
1992	6367
6367	1992
905	3986
3986	905
1688	5867
5867	1688
288	2597
2597	288
2067	4199
4199	2067
2190	5586
5586	2190
350	2631
2631	350
1463	3944
3944	1463
2238	4068
4068	2238
118	2651
2651	118
36	3773
3773	36
1519	3938
3938	1519
2294	6463
6463	2294
1337	3034
3034	1337
2204	2690
2690	2204
1616	4225
4225	1616
1251	5965
5965	1251
1409	3328
3328	1409
1477	4803
4803	1477
2316	6604
6604	2316
1877	6724
6724	1877
2111	5553
5553	2111
2342	6068
6068	2342
147	2697
2697	147
571	4771
4771	571
1296	4294
4294	1296
1623	5328
5328	1623
553	2551
2551	553
172	6561
6561	172
61	3320
3320	61
2045	2852
2852	2045
1047	5535
5535	1047
620	4095
4095	620
219	4888
4888	219
641	4529
4529	641
823	5157
5157	823
290	2625
2625	290
1308	6584
6584	1308
1600	4260
4260	1600
144	6237
6237	144
764	5853
5853	764
802	5054
5054	802
2024	3063
3063	2024
1068	3331
3331	1068
670	5547
5547	670
61	3259
3259	61
397	3313
3313	397
516	5461
5461	516
600	4107
4107	600
1055	3214
3214	1055
560	3831
3831	560
2345	5411
5411	2345
13	2541
2541	13
1302	3791
3791	1302
1464	3944
3944	1464
957	4076
4076	957
165	4728
4728	165
335	2391
2391	335
2022	4140
4140	2022
439	2809
2809	439
1773	2848
2848	1773
2230	2571
2571	2230
2220	3526
3526	2220
872	6311
6311	872
2344	2675
2675	2344
1057	6050
6050	1057
66	3698
3698	66
26	2722
2722	26
351	2541
2541	351
705	3434
3434	705
1484	3569
3569	1484
376	6047
6047	376
1814	3314
3314	1814
1746	2774
2774	1746
1117	2347
2347	1117
4	3568
3568	4
1949	3003
3003	1949
1386	2383
2383	1386
2242	4398
4398	2242
1628	2665
2665	1628
446	3977
3977	446
460	6424
6424	460
166	3135
3135	166
1141	2584
2584	1141
1468	4345
4345	1468
646	3333
3333	646
665	2464
2464	665
327	2581
2581	327
1203	3211
3211	1203
457	5990
5990	457
2118	3502
3502	2118
1089	4631
4631	1089
1276	2721
2721	1276
2127	2908
2908	2127
1191	2479
2479	1191
1251	4969
4969	1251
1272	3317
3317	1272
64	3832
3832	64
1249	2862
2862	1249
1300	5329
5329	1300
0	3060
3060	0
2096	2792
2792	2096
2146	2768
2768	2146
2211	6479
6479	2211
2228	4684
4684	2228
2231	4046
4046	2231
423	4921
4921	423
1891	3504
3504	1891
1216	3747
3747	1216
1688	4332
4332	1688
4	3206
3206	4
1370	4369
4369	1370
1219	6587
6587	1219
1669	4613
4613	1669
612	5792
5792	612
301	4533
4533	301
1714	4982
4982	1714
1814	3239
3239	1814
259	4999
4999	259
914	3318
3318	914
701	2482
2482	701
363	5078
5078	363
983	4561
4561	983
924	3775
3775	924
2203	3203
3203	2203
2227	2812
2812	2227
582	2981
2981	582
1326	4389
4389	1326
1173	2978
2978	1173
1103	4262
4262	1103
441	3618
3618	441
2270	5600
5600	2270
1964	3597
3597	1964
572	4241
4241	572
863	4570
4570	863
2099	5113
5113	2099
596	2803
2803	596
17	4392
4392	17
1649	4535
4535	1649
1704	2347
2347	1704
1025	2753
2753	1025
863	6653
6653	863
1458	4249
4249	1458
728	2643
2643	728
1513	2598
2598	1513
1371	4369
4369	1371
374	3539
3539	374
285	4710
4710	285
1246	5566
5566	1246
1868	4409
4409	1868
2225	4637
4637	2225
1930	2527
2527	1930
587	2659
2659	587
360	3803
3803	360
382	3565
3565	382
2058	4340
4340	2058
1603	3391
3391	1603
791	3954
3954	791
2182	3562
3562	2182
1419	3833
3833	1419
1879	6526
6526	1879
1392	2383
2383	1392
711	6320
6320	711
169	3100
3100	169
206	5421
5421	206
347	4628
4628	347
2226	3487
3487	2226
534	3076
3076	534
1089	3155
3155	1089
907	4636
4636	907
1118	5374
5374	1118
753	3833
3833	753
2121	4431
4431	2121
33	4844
4844	33
446	3504
3504	446
2208	5921
5921	2208
2248	3432
3432	2248
2216	3421
3421	2216
1510	5180
5180	1510
273	5248
5248	273
336	2627
2627	336
1720	6166
6166	1720
546	2551
2551	546
1848	2961
2961	1848
950	5781
5781	950
1517	6702
6702	1517
1525	4937
4937	1525
178	2625
2625	178
1165	3661
3661	1165
1335	3390
3390	1335
68	6226
6226	68
2107	2816
2816	2107
1941	3114
3114	1941
1610	3170
3170	1610
457	2394
2394	457
316	2669
2669	316
1003	3630
3630	1003
1304	6619
6619	1304
624	2530
2530	624
2157	3819
3819	2157
491	3280
3280	491
1769	4943
4943	1769
2148	6412
6412	2148
1153	5075
5075	1153
1680	4722
4722	1680
2181	5415
5415	2181
1958	2470
2470	1958
2313	5767
5767	2313
1179	3911
3911	1179
1553	2603
2603	1553
2268	3790
3790	2268
1365	4965
4965	1365
1857	2721
2721	1857
1406	5967
5967	1406
44	2456
2456	44
442	2385
2385	442
1091	3888
3888	1091
1200	6641
6641	1200
2162	3988
3988	2162
1694	5812
5812	1694
929	2406
2406	929
2230	5877
5877	2230
1600	3293
3293	1600
1436	3076
3076	1436
612	5822
5822	612
1666	2561
2561	1666
1091	5551
5551	1091
1847	5827
5827	1847
1182	3788
3788	1182
202	4284
4284	202
2123	5899
5899	2123
791	4219
4219	791
208	5361
5361	208
160	5778
5778	160
471	2947
2947	471
292	6041
6041	292
556	3206
3206	556
860	6110
6110	860
236	3992
3992	236
125	6234
6234	125
2231	5677
5677	2231
761	4703
4703	761
463	2380
2380	463
1808	6589
6589	1808
1551	4424
4424	1551
1091	5364
5364	1091
721	3529
3529	721
956	4564
4564	956
831	4009
4009	831
1826	6622
6622	1826
358	3024
3024	358
1968	6705
6705	1968
2194	5398
5398	2194
63	2539
2539	63
417	5816
5816	417
1889	4979
4979	1889
524	5896
5896	524
2123	5581
5581	2123
2296	2950
2950	2296
2093	5948
5948	2093
2145	2837
2837	2145
310	4263
4263	310
1945	4785
4785	1945
929	4810
4810	929
1403	2635
2635	1403
1480	4356
4356	1480
610	2379
2379	610
1272	2713
2713	1272
446	2461
2461	446
212	3140
3140	212
2164	2538
2538	2164
1662	3139
3139	1662
879	2584
2584	879
132	2516
2516	132
586	5982
5982	586
1833	5431
5431	1833
2206	3037
3037	2206
57	4107
4107	57
1660	2826
2826	1660
283	3122
3122	283
1619	3579
3579	1619
2213	5202
5202	2213
1793	2560
2560	1793
221	2787
2787	221
1380	3395
3395	1380
1843	2625
2625	1843
822	6664
6664	822
1198	3224
3224	1198
592	6421
6421	592
678	2873
2873	678
593	4418
4418	593
1903	5403
5403	1903
82	5375
5375	82
2312	3249
3249	2312
263	4357
4357	263
1778	2857
2857	1778
1149	3512
3512	1149
716	2431
2431	716
1741	4339
4339	1741
356	4754
4754	356
2153	5080
5080	2153
1115	5515
5515	1115
2019	2650
2650	2019
2167	3319
3319	2167
2210	4833
4833	2210
400	3392
3392	400
